Temperature - (Celsius), Year, Statistics, Longitude, Latitude
5.3000001907349, 1937, Jan Average, 121, 31
5.8000001907349, 1937, Feb Average, 121, 31
9.1999998092651, 1937, Mar Average, 121, 31
15, 1937, Apr Average, 121, 31
20, 1937, May Average, 121, 31
22.700000762939, 1937, Jun Average, 121, 31
28.60000038147, 1937, Jul Average, 121, 31
27.89999961853, 1937, Aug Average, 121, 31
24.800001144409, 1937, Sep Average, 121, 31
19, 1937, Oct Average, 121, 31
13, 1937, Nov Average, 121, 31
7, 1937, Dec Average, 121, 31
3.6000001430511, 1938, Jan Average, 121, 31
5.2000002861023, 1938, Feb Average, 121, 31
9.1000003814697, 1938, Mar Average, 121, 31
16.5, 1938, Apr Average, 121, 31
21.60000038147, 1938, May Average, 121, 31
24, 1938, Jun Average, 121, 31
28.200000762939, 1938, Jul Average, 121, 31
27.800001144409, 1938, Aug Average, 121, 31
23.60000038147, 1938, Sep Average, 121, 31
20.200000762939, 1938, Oct Average, 121, 31
12.400000572205, 1938, Nov Average, 121, 31
7.8000001907349, 1938, Dec Average, 121, 31
4.9000000953674, 1939, Jan Average, 121, 31
5.7000002861023, 1939, Feb Average, 121, 31
9.5, 1939, Mar Average, 121, 31
14.10000038147, 1939, Apr Average, 121, 31
19.700000762939, 1939, May Average, 121, 31
24.39999961853, 1939, Jun Average, 121, 31
27.200000762939, 1939, Jul Average, 121, 31
27.800001144409, 1939, Aug Average, 121, 31
23.60000038147, 1939, Sep Average, 121, 31
19.10000038147, 1939, Oct Average, 121, 31
12.800000190735, 1939, Nov Average, 121, 31
6.4000000953674, 1939, Dec Average, 121, 31
4.7000002861023, 1940, Jan Average, 121, 31
5.4000000953674, 1940, Feb Average, 121, 31
8.6000003814697, 1940, Mar Average, 121, 31
14.60000038147, 1940, Apr Average, 121, 31
19.60000038147, 1940, May Average, 121, 31
23.800001144409, 1940, Jun Average, 121, 31
28.5, 1940, Jul Average, 121, 31
27.800001144409, 1940, Aug Average, 121, 31
23.5, 1940, Sep Average, 121, 31
18.89999961853, 1940, Oct Average, 121, 31
13.199999809265, 1940, Nov Average, 121, 31
8.4000005722046, 1940, Dec Average, 121, 31
6.3000001907349, 1941, Jan Average, 121, 31
6, 1941, Feb Average, 121, 31
10.300000190735, 1941, Mar Average, 121, 31
14.900000572205, 1941, Apr Average, 121, 31
20.200000762939, 1941, May Average, 121, 31
24.300001144409, 1941, Jun Average, 121, 31
26.89999961853, 1941, Jul Average, 121, 31
27.5, 1941, Aug Average, 121, 31
22.89999961853, 1941, Sep Average, 121, 31
18.800001144409, 1941, Oct Average, 121, 31
13.5, 1941, Nov Average, 121, 31
8.8000001907349, 1941, Dec Average, 121, 31
4.0999999046326, 1942, Jan Average, 121, 31
4.2000002861023, 1942, Feb Average, 121, 31
11.10000038147, 1942, Mar Average, 121, 31
15.10000038147, 1942, Apr Average, 121, 31
19.10000038147, 1942, May Average, 121, 31
23.5, 1942, Jun Average, 121, 31
29.10000038147, 1942, Jul Average, 121, 31
28.700000762939, 1942, Aug Average, 121, 31
24.5, 1942, Sep Average, 121, 31
18.5, 1942, Oct Average, 121, 31
12.800000190735, 1942, Nov Average, 121, 31
5.9000000953674, 1942, Dec Average, 121, 31
3.1000001430511, 1943, Jan Average, 121, 31
5.0999999046326, 1943, Feb Average, 121, 31
9.6999998092651, 1943, Mar Average, 121, 31
14.10000038147, 1943, Apr Average, 121, 31
20.39999961853, 1943, May Average, 121, 31
23, 1943, Jun Average, 121, 31
26.89999961853, 1943, Jul Average, 121, 31
27.60000038147, 1943, Aug Average, 121, 31
24.300001144409, 1943, Sep Average, 121, 31
18.700000762939, 1943, Oct Average, 121, 31
13.10000038147, 1943, Nov Average, 121, 31
8.1000003814697, 1943, Dec Average, 121, 31
5.9000000953674, 1944, Jan Average, 121, 31
5.2000002861023, 1944, Feb Average, 121, 31
9, 1944, Mar Average, 121, 31
14.400000572205, 1944, Apr Average, 121, 31
19.89999961853, 1944, May Average, 121, 31
23.89999961853, 1944, Jun Average, 121, 31
28.800001144409, 1944, Jul Average, 121, 31
