Country,Data source,Sector,Gas,Unit,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
Liechtenstein,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,CAIT,Industrial Processes,CO2,MtCO₂e,0.45,0.45,0.52,0.4,0.46,0.4,0.32,0.29,0.28,0.45,0.52,0.52,0.38,0.35,0.29,0.29,0.28,0.29,0.35,0.41,0.37,0.32,0.31,0.38,0.36,0.76,N/A,N/A
Lithuania,CAIT,Transportation,CO2,MtCO₂e,5.69,5.44,5.05,4.76,4.28,4.28,4.25,4.28,4.14,5.01,5.03,4.33,4.06,3.83,3.49,3.44,3.32,3.04,3.41,3.82,3.63,3.24,2.94,2.4,3.07,4.01,6.08,5.51
Luxembourg,CAIT,Industrial Processes,CO2,MtCO₂e,0.37,0.35,0.33,0.36,0.37,0.37,0.41,0.39,0.38,0.4,0.43,0.44,0.44,0.45,0.41,0.47,0.45,0.52,0.49,0.47,0.47,0.45,0.46,0.51,0.46,0.55,0.54,0.57
Luxembourg,CAIT,Transportation,CO2,MtCO₂e,5.69,5.58,5.75,6.19,6.48,6.63,6.95,6.55,6.19,6.72,6.62,6.9,7.21,6.83,5.86,5.31,5.1,4.85,4.25,3.82,3.65,3.44,3.35,3.52,3.47,3.44,3.15,2.63
Macedonia,CAIT,Industrial Processes,CO2,MtCO₂e,0.44,0.44,0.35,0.34,0.38,0.34,0.49,0.41,0.45,0.46,0.47,0.46,0.44,0.37,0.38,0.3,0.32,0.29,0.26,0.23,0.25,0.25,0.26,0.24,0.25,0.26,N/A,N/A
Macedonia,CAIT,Transportation,CO2,MtCO₂e,2.12,2.04,1.78,1.61,1.53,1.35,1.41,1.34,1.28,1.19,1.16,1.02,1.02,1.01,0.99,0.99,0.95,0.98,1.08,1.01,1.48,1.67,0.88,0.93,1.45,0.77,0.77,0.77
Madagascar,CAIT,Industrial Processes,CO2,MtCO₂e,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.06,0.05,0.06,0.11,0.06,0.06,0.07,0.08,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02
Madagascar,CAIT,Transportation,CO2,MtCO₂e,1.24,1.22,1.18,1.14,1.07,1.02,1.0,0.89,0.85,0.89,0.87,0.82,0.85,0.89,0.84,0.6,0.87,0.91,0.91,0.83,0.73,0.7,0.68,0.7,0.62,0.6,0.59,0.53
Malawi,CAIT,Industrial Processes,CO2,MtCO₂e,0.2,0.2,0.18,0.17,0.13,0.06,0.08,0.07,0.09,0.09,0.07,0.08,0.07,0.05,0.06,0.04,0.07,0.06,0.07,0.05,0.07,0.04,0.06,0.05,0.05,0.05,0.05,0.04
Malawi,CAIT,Transportation,CO2,MtCO₂e,0.93,0.79,0.65,0.57,0.71,0.67,0.63,0.61,0.68,0.65,0.51,0.46,0.45,0.47,0.46,0.41,0.4,0.39,0.41,0.43,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.42
Malaysia,CAIT,Industrial Processes,CO2,MtCO₂e,9.6,9.6,9.6,9.47,8.79,8.11,7.77,7.06,7.93,8.42,7.87,8.14,7.62,7.78,7.73,7.15,6.33,6.59,5.48,5.33,5.21,4.79,4.29,4.01,3.43,3.28,3.38,3.25
Malaysia,CAIT,Transportation,CO2,MtCO₂e,60.57,62.89,61.21,65.17,58.17,44.4,44.63,44.1,42.75,43.62,41.53,39.0,40.7,40.96,38.12,35.8,34.96,32.21,30.41,25.15,26.93,23.39,20.48,19.25,17.43,16.75,15.67,14.56
Maldives,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,CAIT,Transportation,CO2,MtCO₂e,1.07,1.0,0.75,0.77,0.69,0.73,0.61,0.58,0.5,0.47,0.52,0.51,0.42,0.43,0.3,0.4,0.31,0.28,0.31,0.22,0.25,0.21,0.19,0.15,0.16,0.19,0.13,0.12
Mali,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mali,CAIT,Transportation,CO2,MtCO₂e,2.72,2.53,1.19,1.07,1.4,1.91,1.87,1.55,1.4,1.15,1.12,1.2,1.0,0.9,1.0,0.89,0.9,0.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Malta,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,CAIT,Transportation,CO2,MtCO₂e,0.61,0.59,0.59,0.55,0.54,0.54,0.55,0.56,0.51,0.58,0.53,0.52,0.5,0.45,0.37,0.29,0.43,0.46,0.6,0.65,0.75,0.54,0.69,0.59,0.59,0.53,0.51,0.45
Marshall Islands,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,CAIT,Transportation,CO2,MtCO₂e,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0
Mauritania,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,CAIT,Transportation,CO2,MtCO₂e,1.81,1.2,1.25,1.01,0.93,0.97,0.86,0.92,0.89,0.77,0.83,0.62,0.64,0.63,0.59,0.52,0.42,0.4,0.41,0.34,0.33,0.31,0.27,0.27,0.25,0.24,0.23,0.22
Mauritius,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,CAIT,Transportation,CO2,MtCO₂e,1.12,1.1,1.03,1.0,0.97,0.96,0.93,0.92,0.87,0.84,0.83,0.87,0.86,0.83,0.81,0.78,0.75,0.75,0.71,0.53,0.53,0.54,0.54,0.55,0.54,0.5,0.45,0.44
Mexico,CAIT,Industrial Processes,CO2,MtCO₂e,19.35,19.35,19.16,18.26,17.44,18.41,17.77,17.05,17.86,18.64,18.97,17.82,16.67,15.35,14.65,14.55,14.06,14.57,13.9,13.41,12.91,12.27,11.03,13.84,12.39,11.75,10.95,10.74
Mexico,CAIT,Transportation,CO2,MtCO₂e,151.37,155.89,150.51,151.24,150.64,152.51,151.66,150.58,147.7,151.18,145.17,137.41,130.23,122.76,116.38,109.78,107.88,105.61,101.07,98.31,95.71,91.71,89.39,97.42,91.76,89.69,89.39,83.49
Micronesia,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,CAIT,Transportation,CO2,MtCO₂e,0.1,0.1,0.08,0.08,0.08,0.07,0.07,0.06,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0
Moldova,CAIT,Industrial Processes,CO2,MtCO₂e,0.63,0.43,0.44,0.46,0.48,0.44,0.43,0.35,0.34,0.79,0.7,0.46,0.37,0.28,0.25,0.22,0.17,0.17,0.21,0.22,0.27,0.19,0.25,0.33,0.41,0.47,N/A,N/A
Moldova,CAIT,Transportation,CO2,MtCO₂e,2.06,2.05,1.95,1.79,1.72,1.64,1.86,1.74,1.51,1.59,1.31,1.2,1.19,1.26,1.13,0.96,0.71,0.71,0.72,1.08,1.37,1.4,1.3,1.31,1.43,2.2,2.27,2.42
Mongolia,CAIT,Industrial Processes,CO2,MtCO₂e,0.19,0.19,0.18,0.18,0.1,0.16,0.16,0.17,0.1,0.12,0.11,0.09,0.07,0.06,0.06,0.06,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.08,0.13
Mongolia,CAIT,Transportation,CO2,MtCO₂e,2.11,1.77,2.01,1.99,1.92,1.97,1.72,1.45,1.48,1.62,1.54,1.28,1.03,1.16,1.0,1.04,0.93,0.97,0.82,0.79,0.81,0.87,0.83,0.67,0.99,0.89,0.99,1.54
Montenegro,CAIT,Industrial Processes,CO2,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montenegro,CAIT,Transportation,CO2,MtCO₂e,0.71,0.66,0.56,0.49,0.5,0.62,0.65,0.69,0.63,0.61,0.61,0.47,0.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,CAIT,Industrial Processes,CO2,MtCO₂e,7.78,7.78,7.78,7.64,8.2,7.91,7.04,7.26,7.39,7.0,6.38,5.66,5.27,5.57,5.15,4.93,4.73,3.74,3.51,3.5,3.45,3.18,3.12,3.13,3.13,3.13,2.85,2.07
Morocco,CAIT,Transportation,CO2,MtCO₂e,17.67,17.07,16.37,15.41,15.21,14.63,14.41,13.62,12.94,12.24,11.17,10.51,10.2,9.79,9.37,8.99,8.58,8.17,7.76,7.27,6.83,6.4,5.99,5.64,5.22,4.79,4.33,3.89
Mozambique,CAIT,Industrial Processes,CO2,MtCO₂e,0.73,0.73,0.61,0.58,0.51,0.45,0.37,0.34,0.3,0.29,0.26,0.24,0.2,0.22,0.24,0.2,0.11,0.11,0.09,0.09,0.09,0.07,0.02,0.02,0.01,0.01,0.03,0.03
Mozambique,CAIT,Transportation,CO2,MtCO₂e,2.81,2.54,2.53,2.23,2.08,1.91,1.97,1.7,1.54,1.37,1.41,1.13,1.04,1.14,1.13,0.91,0.84,0.85,0.85,0.84,0.83,0.81,0.73,0.7,0.85,0.69,0.5,0.61
Myanmar,CAIT,Industrial Processes,CO2,MtCO₂e,0.99,0.99,0.34,0.5,0.43,0.35,0.2,0.2,0.26,0.26,0.23,0.22,0.21,0.21,0.23,0.19,0.15,0.16,0.14,0.15,0.21,0.21,0.21,0.19,0.16,0.19,0.18,0.17
Myanmar,CAIT,Transportation,CO2,MtCO₂e,5.94,4.44,4.33,3.97,3.52,3.03,2.36,2.3,2.29,2.08,4.46,3.99,4.7,4.27,3.88,3.47,2.82,3.51,3.0,2.95,2.4,2.92,2.72,1.83,1.59,1.04,1.26,1.34
Namibia,CAIT,Industrial Processes,CO2,MtCO₂e,0.37,0.37,0.36,0.33,0.3,0.23,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,CAIT,Transportation,CO2,MtCO₂e,2.11,2.13,2.1,1.99,1.87,1.77,1.8,1.78,1.7,1.53,1.42,1.41,1.56,1.34,1.26,1.21,1.37,1.14,1.14,1.11,1.07,1.05,0.62,0.57,0.53,0.51,0.48,N/A
Nauru,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nauru,CAIT,Transportation,CO2,MtCO₂e,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Nepal,CAIT,Industrial Processes,CO2,MtCO₂e,0.84,0.84,0.76,1.18,1.14,1.03,0.8,0.52,0.46,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.09,0.13,0.13,0.13,0.11,0.1,0.05,0.04
Nepal,CAIT,Transportation,CO2,MtCO₂e,4.85,3.9,2.34,2.72,2.44,2.17,1.96,1.94,1.75,1.34,0.91,0.88,0.84,0.84,0.78,0.79,0.75,0.83,0.78,0.77,0.74,0.64,0.62,0.56,0.48,0.44,0.4,0.34
Netherlands,CAIT,Industrial Processes,CO2,MtCO₂e,0.3,0.24,0.25,0.28,0.27,0.31,0.35,0.35,0.42,0.4,0.4,0.4,0.42,0.45,0.43,0.49,0.48,0.47,0.52,0.43,0.38,0.32,0.43,0.46,0.46,0.45,0.5,0.42
Netherlands,CAIT,Transportation,CO2,MtCO₂e,30.78,30.14,29.95,29.46,31.81,32.68,34.15,34.06,33.44,34.95,34.59,35.31,34.42,34.19,33.66,33.13,32.37,32.1,32.09,31.54,30.82,30.82,29.57,29.32,29.88,29.02,27.54,27.05
New Zealand,CAIT,Industrial Processes,CO2,MtCO₂e,0.44,0.49,0.62,0.62,0.59,0.57,0.53,0.56,0.59,0.64,0.69,0.54,0.58,0.49,0.53,0.55,0.53,0.53,0.53,0.49,0.53,0.51,0.54,0.5,0.49,0.48,0.44,0.45
New Zealand,CAIT,Transportation,CO2,MtCO₂e,15.67,14.69,14.4,13.82,13.69,13.54,13.64,13.61,13.62,13.89,13.81,13.68,13.53,13.47,13.16,12.63,12.16,12.09,11.59,11.31,11.13,10.91,10.78,10.1,9.44,9.05,8.66,8.66
Nicaragua,CAIT,Industrial Processes,CO2,MtCO₂e,0.27,0.27,0.27,0.27,0.25,0.24,0.27,0.24,0.21,0.21,0.21,0.22,0.22,0.22,0.37,0.23,0.22,0.23,0.15,0.16,0.16,0.15,0.14,0.13,0.11,0.12,0.1,0.09
Nicaragua,CAIT,Transportation,CO2,MtCO₂e,2.34,2.19,2.13,1.89,1.73,1.77,1.67,1.6,1.54,1.52,1.55,1.5,1.45,1.46,1.52,1.53,1.47,1.45,1.41,1.34,1.24,1.17,1.11,1.01,0.95,0.92,0.81,0.75
Niger,CAIT,Industrial Processes,CO2,MtCO₂e,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Niger,CAIT,Transportation,CO2,MtCO₂e,1.24,1.18,1.21,1.17,1.11,1.04,0.78,0.8,0.65,0.5,0.49,0.42,0.4,0.4,0.39,0.37,0.36,0.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nigeria,CAIT,Industrial Processes,CO2,MtCO₂e,8.52,8.52,8.14,7.75,7.78,6.12,4.59,3.86,3.85,3.85,1.82,1.3,1.07,0.92,0.92,0.84,0.97,1.01,1.01,1.09,1.02,1.04,1.06,1.07,1.31,1.43,1.44,1.44
Nigeria,CAIT,Transportation,CO2,MtCO₂e,51.3,51.25,44.65,49.12,44.74,35.07,31.69,29.74,23.51,25.21,20.96,24.1,28.65,29.6,29.09,27.56,26.6,21.88,19.63,18.02,21.91,17.13,14.91,12.9,16.07,18.71,15.34,11.76
Niue,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niue,CAIT,Transportation,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Korea,CAIT,Industrial Processes,CO2,MtCO₂e,2.8,2.8,2.76,2.75,2.72,2.45,2.38,2.33,2.44,2.45,2.36,2.41,2.25,2.23,2.2,2.13,2.07,1.86,1.61,1.29,2.83,6.88,6.89,6.9,6.9,6.91,6.51,6.52
North Korea,CAIT,Transportation,CO2,MtCO₂e,1.4,1.45,1.41,1.34,1.44,1.32,1.33,1.33,1.32,1.22,1.19,1.0,1.3,1.55,1.53,1.57,1.57,1.71,0.89,2.13,1.13,2.04,2.53,2.09,3.11,3.39,4.17,4.69
Norway,CAIT,Industrial Processes,CO2,MtCO₂e,0.77,0.68,0.67,0.73,0.73,0.73,0.75,0.75,0.84,0.83,0.87,0.8,0.78,0.72,0.9,0.88,0.85,0.89,0.89,0.9,0.92,0.86,0.88,0.85,0.84,0.65,0.59,0.63
Norway,CAIT,Transportation,CO2,MtCO₂e,12.18,13.76,14.26,14.04,13.94,13.41,13.7,14.2,13.63,13.93,14.28,13.68,13.07,13.01,12.64,12.26,12.26,12.06,12.89,12.68,12.24,12.05,11.52,10.84,11.01,10.41,10.15,10.03
Oman,CAIT,Industrial Processes,CO2,MtCO₂e,1.71,1.71,1.82,1.75,1.56,1.77,1.77,1.61,1.44,1.43,1.41,1.27,0.94,0.93,0.91,0.63,0.52,0.48,0.48,0.52,0.5,0.5,0.47,0.49,0.41,0.4,0.41,0.42
Oman,CAIT,Transportation,CO2,MtCO₂e,12.36,12.44,13.4,12.73,12.12,10.99,9.68,8.34,7.52,7.33,6.17,4.09,3.67,3.21,3.04,2.81,2.88,2.63,2.54,2.49,2.42,2.27,2.19,2.11,2.08,1.95,1.8,1.68
Pakistan,CAIT,Industrial Processes,CO2,MtCO₂e,14.14,14.14,12.72,12.21,11.85,11.31,10.97,11.45,11.41,11.76,9.91,8.06,6.7,5.94,5.17,4.39,4.41,3.99,3.87,3.6,3.64,3.6,3.48,3.29,3.38,3.17,3.16,3.05
Pakistan,CAIT,Transportation,CO2,MtCO₂e,53.84,49.13,44.07,39.06,36.59,35.76,34.95,33.36,32.69,32.17,33.21,27.59,27.2,29.26,27.13,25.87,25.53,25.6,25.89,24.56,23.35,22.79,20.24,19.47,18.42,16.11,14.3,13.79
Palau,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palau,CAIT,Transportation,CO2,MtCO₂e,0.17,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0
Panama,CAIT,Industrial Processes,CO2,MtCO₂e,0.85,0.85,0.85,0.85,0.92,0.9,0.69,0.59,0.66,0.73,0.42,0.43,0.43,0.43,0.37,0.31,0.35,0.4,0.32,0.32,0.3,0.28,0.26,0.27,0.25,0.11,0.13,0.13
Panama,CAIT,Transportation,CO2,MtCO₂e,4.86,4.7,4.35,3.95,3.7,3.71,3.67,3.55,3.42,3.14,2.83,3.03,2.89,2.55,2.48,2.36,2.23,2.33,2.31,2.16,1.94,1.82,1.73,1.65,1.54,1.43,1.33,1.27
Papua New Guinea,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,CAIT,Transportation,CO2,MtCO₂e,2.03,2.05,1.72,1.6,1.44,1.36,1.16,1.12,1.07,1.05,1.07,1.24,1.32,1.23,1.02,0.94,0.89,0.82,0.71,0.75,0.74,0.74,0.7,0.71,0.7,0.65,0.65,0.65
Paraguay,CAIT,Industrial Processes,CO2,MtCO₂e,0.35,0.35,0.35,0.26,0.22,0.29,0.2,0.25,0.27,0.23,0.21,0.23,0.23,0.21,0.22,0.19,0.2,0.24,0.24,0.25,0.27,0.27,0.29,0.26,0.21,0.22,0.14,0.14
Paraguay,CAIT,Transportation,CO2,MtCO₂e,7.26,6.4,5.48,4.98,4.75,4.42,4.68,4.45,3.81,3.66,3.47,3.24,3.06,3.37,3.37,3.17,2.99,2.8,3.48,3.48,3.32,2.96,2.93,2.57,2.28,1.83,1.53,1.62
Peru,CAIT,Industrial Processes,CO2,MtCO₂e,3.98,3.98,4.11,4.21,4.12,3.95,3.34,3.32,3.22,2.8,2.59,2.44,2.17,1.98,1.74,1.75,1.75,1.75,1.71,1.95,1.94,1.73,1.71,1.43,1.13,0.94,0.99,0.99
Peru,CAIT,Transportation,CO2,MtCO₂e,23.48,23.15,21.15,19.34,19.56,18.01,17.7,16.88,15.07,13.79,11.28,10.83,10.08,10.61,9.38,8.92,9.06,9.71,9.87,9.35,9.4,9.09,8.7,8.0,7.05,6.9,6.38,7.14
Philippines,CAIT,Industrial Processes,CO2,MtCO₂e,9.88,9.88,9.51,8.42,7.71,7.22,6.12,6.06,5.67,5.17,5.16,4.88,6.22,5.42,5.36,5.55,3.62,5.06,5.33,5.49,6.28,5.33,4.55,4.14,3.46,2.9,3.02,2.79
Philippines,CAIT,Transportation,CO2,MtCO₂e,34.38,33.34,30.82,26.65,25.56,24.49,23.53,23.75,23.3,22.2,21.98,23.37,25.16,26.68,25.77,26.83,26.64,24.6,27.17,27.26,27.06,25.12,22.15,18.48,16.92,15.88,13.94,13.74
Poland,CAIT,Industrial Processes,CO2,MtCO₂e,7.0,6.53,6.34,6.46,5.87,6.38,7.38,6.22,5.76,6.69,7.05,5.98,5.06,5.07,4.57,4.67,4.96,6.11,6.18,6.33,6.74,6.22,6.67,6.64,5.15,5.54,5.41,5.45
Poland,CAIT,Transportation,CO2,MtCO₂e,61.54,53.26,46.65,43.79,43.18,45.88,47.72,47.12,44.69,44.28,42.33,38.26,34.51,32.09,28.3,25.88,26.8,26.97,30.67,28.19,26.75,25.28,22.32,21.54,20.89,21.47,21.09,20.23
Portugal,CAIT,Industrial Processes,CO2,MtCO₂e,2.53,2.3,2.92,3.1,2.81,2.55,2.81,3.38,3.22,4.01,4.17,4.0,4.09,4.0,3.62,3.91,3.63,3.81,3.83,3.54,3.56,3.39,3.46,3.29,3.2,3.14,3.27,3.18
Portugal,CAIT,Transportation,CO2,MtCO₂e,16.7,16.35,15.77,15.69,15.61,15.83,17.2,18.53,18.96,19.24,19.18,19.01,19.07,19.9,19.44,18.49,17.85,17.61,16.25,15.52,14.25,13.69,12.92,12.43,11.82,11.26,10.35,9.69
Qatar,CAIT,Industrial Processes,CO2,MtCO₂e,2.1,2.1,2.1,2.1,1.86,1.91,1.77,1.36,1.47,1.36,0.87,0.55,0.52,0.5,0.51,0.5,0.47,0.47,0.4,0.39,0.27,0.28,0.19,0.19,0.22,0.22,0.22,0.11
Qatar,CAIT,Transportation,CO2,MtCO₂e,13.45,13.18,12.79,12.27,10.19,9.3,9.85,8.87,8.46,8.41,6.55,5.65,4.73,3.76,3.36,2.9,2.62,2.42,2.29,2.47,2.35,2.1,1.97,1.78,1.68,1.58,1.49,1.47
Republic of Congo,CAIT,Industrial Processes,CO2,MtCO₂e,0.37,0.37,0.27,0.18,0.1,0.06,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.04,0.04,0.05,0.05,0.04,0.04
Republic of Congo,CAIT,Transportation,CO2,MtCO₂e,1.32,1.45,1.7,2.02,1.91,1.6,1.65,1.48,1.28,1.18,0.96,0.88,0.72,0.71,0.6,0.43,0.55,0.43,0.31,0.32,0.25,0.32,0.42,0.29,0.47,0.47,0.54,0.51
Romania,CAIT,Industrial Processes,CO2,MtCO₂e,3.31,3.18,3.34,2.94,2.7,3.15,3.09,2.78,3.09,4.14,4.05,3.66,3.18,2.99,2.65,2.64,2.77,2.66,2.65,2.92,3.01,3.2,3.15,2.77,2.83,2.91,3.2,4.45
Romania,CAIT,Transportation,CO2,MtCO₂e,17.62,16.49,15.42,15.31,14.94,15.34,14.05,13.82,14.85,14.83,13.24,12.52,12.07,12.89,12.42,11.79,11.55,9.45,9.31,11.05,11.68,11.48,8.17,8.86,8.35,10.42,10.29,11.73
Russia,CAIT,Industrial Processes,CO2,MtCO₂e,20.42,20.34,23.07,26.37,27.2,26.25,25.09,22.69,19.75,23.63,27.64,24.54,22.26,20.92,18.67,17.12,15.86,15.11,13.17,11.92,12.27,12.72,16.65,16.48,21.99,26.72,N/A,N/A
Russia,CAIT,Transportation,CO2,MtCO₂e,246.06,240.2,240.61,241.39,238.7,237.32,249.69,244.13,228.33,245.3,230.71,229.17,220.89,222.18,207.55,198.61,195.64,189.17,198.06,196.4,166.57,181.47,190.94,207.06,235.62,280.7,293.1,298.76
Rwanda,CAIT,Industrial Processes,CO2,MtCO₂e,0.13,0.13,0.07,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.03
Saint Kitts and Nevis,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,CAIT,Transportation,CO2,MtCO₂e,0.08,0.08,0.07,0.07,0.07,0.1,0.08,0.07,0.19,0.07,0.06,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.03,0.03
Saint Lucia,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,CAIT,Transportation,CO2,MtCO₂e,0.09,0.07,0.11,0.09,0.05,0.12,0.08,0.12,0.29,0.05,0.05,0.15,0.13,0.17,0.16,0.14,0.16,0.14,0.15,0.16,0.13,0.15,0.13,0.13,0.12,0.12,0.07,0.07
Saint Vincent and the Grenadines,CAIT,Industrial Processes,CO2,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,CAIT,Transportation,CO2,MtCO₂e,0.14,0.14,0.09,0.17,0.11,0.25,0.13,0.15,0.68,0.12,0.19,0.15,0.14,0.15,0.14,0.13,0.12,0.09,0.11,0.12,0.09,0.08,0.09,0.07,0.07,0.07,0.05,0.05
